Device_id,Component,Timestamp(us),Total Reserved(KB),Device
0,TBE,1728455182045940.350	,0,NPU:0
0,TBE,1728455182063253.590	,0,NPU:0
0,FV,1728455181526223.580	,0,NPU:0
0,FV,1728455181545981.710	,0,NPU:0
0,FV,1728455181565999.870	,0,NPU:0
0,FV,1728455181586013.870	,0,NPU:0
0,FV,1728455181606023.960	,0,NPU:0
0,FV,1728455181625993.380	,0,NPU:0
0,FV,1728455181646075.500	,0,NPU:0
0,FV,1728455181666015.410	,0,NPU:0
0,FV,1728455181685969.710	,0,NPU:0
0,FV,1728455181705983.280	,0,NPU:0
0,FV,1728455181725959.010	,0,NPU:0
0,FV,1728455181745961.910	,0,NPU:0
0,FV,1728455181765953.390	,0,NPU:0
0,FV,1728455181785955.950	,0,NPU:0
0,FV,1728455181805941.810	,0,NPU:0
0,FV,1728455181825939.000	,0,NPU:0
0,FV,1728455181845952.900	,0,NPU:0
0,FV,1728455181865980.930	,0,NPU:0
0,FV,1728455181885953.470	,0,NPU:0
0,FV,1728455181905952.020	,0,NPU:0
0,FV,1728455181925939.960	,0,NPU:0
0,FV,1728455181945944.570	,0,NPU:0
0,FV,1728455181965938.840	,0,NPU:0
0,FV,1728455181985947.600	,0,NPU:0
0,FV,1728455182005943.220	,0,NPU:0
0,FV,1728455182025956.880	,0,NPU:0
0,FV,1728455182045940.350	,0,NPU:0
0,FV,1728455182063253.590	,0,NPU:0
0,MDCMAP,1728455181526223.580	,0,NPU:0
0,MDCMAP,1728455181545981.710	,0,NPU:0
0,MDCMAP,1728455181565999.870	,0,NPU:0
0,MDCMAP,1728455181586013.870	,0,NPU:0
0,MDCMAP,1728455181606023.960	,0,NPU:0
0,MDCMAP,1728455181625993.380	,0,NPU:0
0,MDCMAP,1728455181646075.500	,0,NPU:0
0,MDCMAP,1728455181666015.410	,0,NPU:0
0,MDCMAP,1728455181685969.710	,0,NPU:0
0,MDCMAP,1728455181705983.280	,0,NPU:0
0,MDCMAP,1728455181725959.010	,0,NPU:0
0,MDCMAP,1728455181745961.910	,0,NPU:0
0,MDCMAP,1728455181765953.390	,0,NPU:0
0,MDCMAP,1728455181785955.950	,0,NPU:0
0,MDCMAP,1728455181805941.810	,0,NPU:0
0,MDCMAP,1728455181825939.000	,0,NPU:0
0,MDCMAP,1728455181845952.900	,0,NPU:0
0,MDCMAP,1728455181865980.930	,0,NPU:0
0,MDCMAP,1728455181885953.470	,0,NPU:0
0,MDCMAP,1728455181905952.020	,0,NPU:0
0,MDCMAP,1728455181925939.960	,0,NPU:0
0,MDCMAP,1728455181945944.570	,0,NPU:0
0,MDCMAP,1728455181965938.840	,0,NPU:0
0,MDCMAP,1728455181985947.600	,0,NPU:0
0,MDCMAP,1728455182005943.220	,0,NPU:0
0,MDCMAP,1728455182025956.880	,0,NPU:0
0,MDCMAP,1728455182045940.350	,0,NPU:0
0,MDCMAP,1728455182063253.590	,0,NPU:0
0,TUNE,1728455181526223.580	,0,NPU:0
0,TUNE,1728455181545981.710	,0,NPU:0
0,TUNE,1728455181565999.870	,0,NPU:0
0,TUNE,1728455181586013.870	,0,NPU:0
0,TUNE,1728455181606023.960	,0,NPU:0
0,TUNE,1728455181625993.380	,0,NPU:0
0,TUNE,1728455181646075.500	,0,NPU:0
0,TUNE,1728455181666015.410	,0,NPU:0
0,TUNE,1728455181685969.710	,0,NPU:0
0,TUNE,1728455181705983.280	,0,NPU:0
0,TUNE,1728455181725959.010	,0,NPU:0
0,TUNE,1728455181745961.910	,0,NPU:0
0,TUNE,1728455181765953.390	,0,NPU:0
0,TUNE,1728455181785955.950	,0,NPU:0
0,TUNE,1728455181805941.810	,0,NPU:0
0,TUNE,1728455181825939.000	,0,NPU:0
0,TUNE,1728455181845952.900	,0,NPU:0
0,TUNE,1728455181865980.930	,0,NPU:0
0,TUNE,1728455181885953.470	,0,NPU:0
0,TUNE,1728455181905952.020	,0,NPU:0
0,TUNE,1728455181925939.960	,0,NPU:0
0,TUNE,1728455181945944.570	,0,NPU:0
0,TUNE,1728455181965938.840	,0,NPU:0
0,TUNE,1728455181985947.600	,0,NPU:0
0,TUNE,1728455182005943.220	,0,NPU:0
0,TUNE,1728455182025956.880	,0,NPU:0
0,TUNE,1728455182045940.350	,0,NPU:0
0,TUNE,1728455182063253.590	,0,NPU:0
0,HSS,1728455181526223.580	,0,NPU:0
0,HSS,1728455181545981.710	,0,NPU:0
0,HSS,1728455181565999.870	,0,NPU:0
0,HSS,1728455181586013.870	,0,NPU:0
0,HSS,1728455181606023.960	,0,NPU:0
0,HSS,1728455181625993.380	,0,NPU:0
0,HSS,1728455181646075.500	,0,NPU:0
0,HSS,1728455181666015.410	,0,NPU:0
0,HSS,1728455181685969.710	,0,NPU:0
0,HSS,1728455181705983.280	,0,NPU:0
0,HSS,1728455181725959.010	,0,NPU:0
0,HSS,1728455181745961.910	,0,NPU:0
0,HSS,1728455181765953.390	,0,NPU:0
0,HSS,1728455181785955.950	,0,NPU:0
0,HSS,1728455181805941.810	,0,NPU:0
0,HSS,1728455181825939.000	,0,NPU:0
0,HSS,1728455181845952.900	,0,NPU:0
0,HSS,1728455181865980.930	,0,NPU:0
0,HSS,1728455181885953.470	,0,NPU:0
0,HSS,1728455181905952.020	,0,NPU:0
0,HSS,1728455181925939.960	,0,NPU:0
0,HSS,1728455181945944.570	,0,NPU:0
0,HSS,1728455181965938.840	,0,NPU:0
0,HSS,1728455181985947.600	,0,NPU:0
0,HSS,1728455182005943.220	,0,NPU:0
0,HSS,1728455182025956.880	,0,NPU:0
0,HSS,1728455182045940.350	,0,NPU:0
0,HSS,1728455182063253.590	,0,NPU:0
0,FFTS,1728455181526223.580	,0,NPU:0
0,FFTS,1728455181545981.710	,0,NPU:0
0,FFTS,1728455181565999.870	,0,NPU:0
0,FFTS,1728455181586013.870	,0,NPU:0
0,FFTS,1728455181606023.960	,0,NPU:0
0,FFTS,1728455181625993.380	,0,NPU:0
0,FFTS,1728455181646075.500	,0,NPU:0
0,FFTS,1728455181666015.410	,0,NPU:0
0,FFTS,1728455181685969.710	,0,NPU:0
0,FFTS,1728455181705983.280	,0,NPU:0
0,FFTS,1728455181725959.010	,0,NPU:0
0,FFTS,1728455181745961.910	,0,NPU:0
0,FFTS,1728455181765953.390	,0,NPU:0
0,FFTS,1728455181785955.950	,0,NPU:0
0,FFTS,1728455181805941.810	,0,NPU:0
0,FFTS,1728455181825939.000	,0,NPU:0
0,FFTS,1728455181845952.900	,0,NPU:0
0,FFTS,1728455181865980.930	,0,NPU:0
0,FFTS,1728455181885953.470	,0,NPU:0
0,FFTS,1728455181905952.020	,0,NPU:0
0,FFTS,1728455181925939.960	,0,NPU:0
0,FFTS,1728455181945944.570	,0,NPU:0
0,FFTS,1728455181965938.840	,0,NPU:0
0,FFTS,1728455181985947.600	,0,NPU:0
0,FFTS,1728455182005943.220	,0,NPU:0
0,FFTS,1728455182025956.880	,0,NPU:0
0,FFTS,1728455182045940.350	,0,NPU:0
0,FFTS,1728455182063253.590	,0,NPU:0
0,OP,1728455181526223.580	,0,NPU:0
0,OP,1728455181545981.710	,0,NPU:0
0,OP,1728455181565999.870	,0,NPU:0
0,OP,1728455181586013.870	,0,NPU:0
0,OP,1728455181606023.960	,0,NPU:0
0,OP,1728455181625993.380	,0,NPU:0
0,OP,1728455181646075.500	,0,NPU:0
0,OP,1728455181666015.410	,0,NPU:0
0,OP,1728455181685969.710	,0,NPU:0
0,OP,1728455181705983.280	,0,NPU:0
0,OP,1728455181725959.010	,0,NPU:0
0,OP,1728455181745961.910	,0,NPU:0
0,OP,1728455181765953.390	,0,NPU:0
0,OP,1728455181785955.950	,0,NPU:0
0,OP,1728455181805941.810	,0,NPU:0
0,OP,1728455181825939.000	,0,NPU:0
0,OP,1728455181845952.900	,0,NPU:0
0,OP,1728455181865980.930	,0,NPU:0
0,OP,1728455181885953.470	,0,NPU:0
0,OP,1728455181905952.020	,0,NPU:0
0,OP,1728455181925939.960	,0,NPU:0
0,OP,1728455181945944.570	,0,NPU:0
0,OP,1728455181965938.840	,0,NPU:0
0,OP,1728455181985947.600	,0,NPU:0
0,OP,1728455182005943.220	,0,NPU:0
0,OP,1728455182025956.880	,0,NPU:0
0,OP,1728455182045940.350	,0,NPU:0
0,OP,1728455182063253.590	,0,NPU:0
0,UDF,1728455181526223.580	,0,NPU:0
0,UDF,1728455181545981.710	,0,NPU:0
0,UDF,1728455181565999.870	,0,NPU:0
0,UDF,1728455181586013.870	,0,NPU:0
0,UDF,1728455181606023.960	,0,NPU:0
0,UDF,1728455181625993.380	,0,NPU:0
0,UDF,1728455181646075.500	,0,NPU:0
0,UDF,1728455181666015.410	,0,NPU:0
0,UDF,1728455181685969.710	,0,NPU:0
0,UDF,1728455181705983.280	,0,NPU:0
0,UDF,1728455181725959.010	,0,NPU:0
0,UDF,1728455181745961.910	,0,NPU:0
0,UDF,1728455181765953.390	,0,NPU:0
0,UDF,1728455181785955.950	,0,NPU:0
0,UDF,1728455181805941.810	,0,NPU:0
0,UDF,1728455181825939.000	,0,NPU:0
0,UDF,1728455181845952.900	,0,NPU:0
0,UDF,1728455181865980.930	,0,NPU:0
0,UDF,1728455181885953.470	,0,NPU:0
0,UDF,1728455181905952.020	,0,NPU:0
0,UDF,1728455181925939.960	,0,NPU:0
0,UDF,1728455181945944.570	,0,NPU:0
0,UDF,1728455181965938.840	,0,NPU:0
0,UDF,1728455181985947.600	,0,NPU:0
0,UDF,1728455182005943.220	,0,NPU:0
0,UDF,1728455182025956.880	,0,NPU:0
0,UDF,1728455182045940.350	,0,NPU:0
0,UDF,1728455182063253.590	,0,NPU:0
0,HICAID,1728455181526223.580	,0,NPU:0
0,HICAID,1728455181545981.710	,0,NPU:0
0,HICAID,1728455181565999.870	,0,NPU:0
0,HICAID,1728455181586013.870	,0,NPU:0
0,HICAID,1728455181606023.960	,0,NPU:0
0,HICAID,1728455181625993.380	,0,NPU:0
0,HICAID,1728455181646075.500	,0,NPU:0
0,HICAID,1728455181666015.410	,0,NPU:0
0,HICAID,1728455181685969.710	,0,NPU:0
0,HICAID,1728455181705983.280	,0,NPU:0
0,HICAID,1728455181725959.010	,0,NPU:0
0,HICAID,1728455181745961.910	,0,NPU:0
0,HICAID,1728455181765953.390	,0,NPU:0
0,HICAID,1728455181785955.950	,0,NPU:0
0,HICAID,1728455181805941.810	,0,NPU:0
0,HICAID,1728455181825939.000	,0,NPU:0
0,HICAID,1728455181845952.900	,0,NPU:0
0,HICAID,1728455181865980.930	,0,NPU:0
0,HICAID,1728455181885953.470	,0,NPU:0
0,HICAID,1728455181905952.020	,0,NPU:0
0,HICAID,1728455181925939.960	,0,NPU:0
0,HICAID,1728455181945944.570	,0,NPU:0
0,HICAID,1728455181965938.840	,0,NPU:0
0,HICAID,1728455181985947.600	,0,NPU:0
0,HICAID,1728455182005943.220	,0,NPU:0
0,HICAID,1728455182025956.880	,0,NPU:0
0,HICAID,1728455182045940.350	,0,NPU:0
0,HICAID,1728455182063253.590	,0,NPU:0
0,TSYNC,1728455181526223.580	,0,NPU:0
0,TSYNC,1728455181545981.710	,0,NPU:0
0,TSYNC,1728455181565999.870	,0,NPU:0
0,TSYNC,1728455181586013.870	,0,NPU:0
0,TSYNC,1728455181606023.960	,0,NPU:0
0,TSYNC,1728455181625993.380	,0,NPU:0
0,TSYNC,1728455181646075.500	,0,NPU:0
0,TSYNC,1728455181666015.410	,0,NPU:0
0,TSYNC,1728455181685969.710	,0,NPU:0
0,TSYNC,1728455181705983.280	,0,NPU:0
0,TSYNC,1728455181725959.010	,0,NPU:0
0,TSYNC,1728455181745961.910	,0,NPU:0
0,TSYNC,1728455181765953.390	,0,NPU:0
0,TSYNC,1728455181785955.950	,0,NPU:0
0,TSYNC,1728455181805941.810	,0,NPU:0
0,TSYNC,1728455181825939.000	,0,NPU:0
0,TSYNC,1728455181845952.900	,0,NPU:0
0,TSYNC,1728455181865980.930	,0,NPU:0
0,TSYNC,1728455181885953.470	,0,NPU:0
0,TSYNC,1728455181905952.020	,0,NPU:0
0,TSYNC,1728455181925939.960	,0,NPU:0
0,TSYNC,1728455181945944.570	,0,NPU:0
0,TSYNC,1728455181965938.840	,0,NPU:0
0,TSYNC,1728455181985947.600	,0,NPU:0
0,TSYNC,1728455182005943.220	,0,NPU:0
0,TSYNC,1728455182025956.880	,0,NPU:0
0,TSYNC,1728455182045940.350	,0,NPU:0
0,TSYNC,1728455182063253.590	,0,NPU:0
0,AUDIO,1728455181526223.580	,0,NPU:0
0,AUDIO,1728455181545981.710	,0,NPU:0
0,AUDIO,1728455181565999.870	,0,NPU:0
0,AUDIO,1728455181586013.870	,0,NPU:0
0,AUDIO,1728455181606023.960	,0,NPU:0
0,AUDIO,1728455181625993.380	,0,NPU:0
0,AUDIO,1728455181646075.500	,0,NPU:0
0,AUDIO,1728455181666015.410	,0,NPU:0
0,AUDIO,1728455181685969.710	,0,NPU:0
0,AUDIO,1728455181705983.280	,0,NPU:0
0,AUDIO,1728455181725959.010	,0,NPU:0
0,AUDIO,1728455181745961.910	,0,NPU:0
0,AUDIO,1728455181765953.390	,0,NPU:0
0,AUDIO,1728455181785955.950	,0,NPU:0
0,AUDIO,1728455181805941.810	,0,NPU:0
0,AUDIO,1728455181825939.000	,0,NPU:0
0,AUDIO,1728455181845952.900	,0,NPU:0
0,AUDIO,1728455181865980.930	,0,NPU:0
0,AUDIO,1728455181885953.470	,0,NPU:0
0,AUDIO,1728455181905952.020	,0,NPU:0
0,AUDIO,1728455181925939.960	,0,NPU:0
0,AUDIO,1728455181945944.570	,0,NPU:0
0,AUDIO,1728455181965938.840	,0,NPU:0
0,AUDIO,1728455181985947.600	,0,NPU:0
0,AUDIO,1728455182005943.220	,0,NPU:0
0,AUDIO,1728455182025956.880	,0,NPU:0
0,AUDIO,1728455182045940.350	,0,NPU:0
0,AUDIO,1728455182063253.590	,0,NPU:0
0,TPRT,1728455181526223.580	,0,NPU:0
0,TPRT,1728455181545981.710	,0,NPU:0
0,TPRT,1728455181565999.870	,0,NPU:0
0,TPRT,1728455181586013.870	,0,NPU:0
0,TPRT,1728455181606023.960	,0,NPU:0
0,TPRT,1728455181625993.380	,0,NPU:0
0,TPRT,1728455181646075.500	,0,NPU:0
0,TPRT,1728455181666015.410	,0,NPU:0
0,TPRT,1728455181685969.710	,0,NPU:0
0,TPRT,1728455181705983.280	,0,NPU:0
0,TPRT,1728455181725959.010	,0,NPU:0
0,TPRT,1728455181745961.910	,0,NPU:0
0,TPRT,1728455181765953.390	,0,NPU:0
0,TPRT,1728455181785955.950	,0,NPU:0
0,TPRT,1728455181805941.810	,0,NPU:0
0,TPRT,1728455181825939.000	,0,NPU:0
0,TPRT,1728455181845952.900	,0,NPU:0
0,TPRT,1728455181865980.930	,0,NPU:0
0,TPRT,1728455181885953.470	,0,NPU:0
0,TPRT,1728455181905952.020	,0,NPU:0
0,TPRT,1728455181925939.960	,0,NPU:0
0,TPRT,1728455181945944.570	,0,NPU:0
0,TPRT,1728455181965938.840	,0,NPU:0
0,TPRT,1728455181985947.600	,0,NPU:0
0,TPRT,1728455182005943.220	,0,NPU:0
0,TPRT,1728455182025956.880	,0,NPU:0
0,TPRT,1728455182045940.350	,0,NPU:0
0,TPRT,1728455182063253.590	,0,NPU:0
0,ASCENDCKERNEL,1728455181526223.580	,0,NPU:0
0,ASCENDCKERNEL,1728455181545981.710	,0,NPU:0
0,ASCENDCKERNEL,1728455181565999.870	,0,NPU:0
0,ASCENDCKERNEL,1728455181586013.870	,0,NPU:0
0,ASCENDCKERNEL,1728455181606023.960	,0,NPU:0
0,ASCENDCKERNEL,1728455181625993.380	,0,NPU:0
0,ASCENDCKERNEL,1728455181646075.500	,0,NPU:0
0,ASCENDCKERNEL,1728455181666015.410	,0,NPU:0
0,ASCENDCKERNEL,1728455181685969.710	,0,NPU:0
0,ASCENDCKERNEL,1728455181705983.280	,0,NPU:0
0,ASCENDCKERNEL,1728455181725959.010	,0,NPU:0
0,ASCENDCKERNEL,1728455181745961.910	,0,NPU:0
0,ASCENDCKERNEL,1728455181765953.390	,0,NPU:0
0,ASCENDCKERNEL,1728455181785955.950	,0,NPU:0
0,ASCENDCKERNEL,1728455181805941.810	,0,NPU:0
0,ASCENDCKERNEL,1728455181825939.000	,0,NPU:0
0,ASCENDCKERNEL,1728455181845952.900	,0,NPU:0
0,ASCENDCKERNEL,1728455181865980.930	,0,NPU:0
0,ASCENDCKERNEL,1728455181885953.470	,0,NPU:0
0,ASCENDCKERNEL,1728455181905952.020	,0,NPU:0
0,ASCENDCKERNEL,1728455181925939.960	,0,NPU:0
0,ASCENDCKERNEL,1728455181945944.570	,0,NPU:0
0,ASCENDCKERNEL,1728455181965938.840	,0,NPU:0
0,ASCENDCKERNEL,1728455181985947.600	,0,NPU:0
0,ASCENDCKERNEL,1728455182005943.220	,0,NPU:0
0,ASCENDCKERNEL,1728455182025956.880	,0,NPU:0
0,ASCENDCKERNEL,1728455182045940.350	,0,NPU:0
0,ASCENDCKERNEL,1728455182063253.590	,0,NPU:0
0,ASYS,1728455181526223.580	,0,NPU:0
0,ASYS,1728455181545981.710	,0,NPU:0
0,ASYS,1728455181565999.870	,0,NPU:0
0,ASYS,1728455181586013.870	,0,NPU:0
0,ASYS,1728455181606023.960	,0,NPU:0
0,ASYS,1728455181625993.380	,0,NPU:0
0,ASYS,1728455181646075.500	,0,NPU:0
0,ASYS,1728455181666015.410	,0,NPU:0
0,ASYS,1728455181685969.710	,0,NPU:0
0,ASYS,1728455181705983.280	,0,NPU:0
0,ASYS,1728455181725959.010	,0,NPU:0
0,ASYS,1728455181745961.910	,0,NPU:0
0,ASYS,1728455181765953.390	,0,NPU:0
0,ASYS,1728455181785955.950	,0,NPU:0
0,ASYS,1728455181805941.810	,0,NPU:0
0,ASYS,1728455181825939.000	,0,NPU:0
0,ASYS,1728455181845952.900	,0,NPU:0
0,ASYS,1728455181865980.930	,0,NPU:0
0,ASYS,1728455181885953.470	,0,NPU:0
0,ASYS,1728455181905952.020	,0,NPU:0
0,ASYS,1728455181925939.960	,0,NPU:0
0,ASYS,1728455181945944.570	,0,NPU:0
0,ASYS,1728455181965938.840	,0,NPU:0
0,ASYS,1728455181985947.600	,0,NPU:0
0,ASYS,1728455182005943.220	,0,NPU:0
0,ASYS,1728455182025956.880	,0,NPU:0
0,ASYS,1728455182045940.350	,0,NPU:0
0,ASYS,1728455182063253.590	,0,NPU:0
0,ATRACE,1728455181526223.580	,0,NPU:0
0,ATRACE,1728455181545981.710	,0,NPU:0
0,ATRACE,1728455181565999.870	,0,NPU:0
0,ATRACE,1728455181586013.870	,0,NPU:0
0,ATRACE,1728455181606023.960	,0,NPU:0
0,ATRACE,1728455181625993.380	,0,NPU:0
0,ATRACE,1728455181646075.500	,0,NPU:0
0,ATRACE,1728455181666015.410	,0,NPU:0
0,ATRACE,1728455181685969.710	,0,NPU:0
0,ATRACE,1728455181705983.280	,0,NPU:0
0,ATRACE,1728455181725959.010	,0,NPU:0
0,ATRACE,1728455181745961.910	,0,NPU:0
0,ATRACE,1728455181765953.390	,0,NPU:0
0,ATRACE,1728455181785955.950	,0,NPU:0
0,ATRACE,1728455181805941.810	,0,NPU:0
0,ATRACE,1728455181825939.000	,0,NPU:0
0,ATRACE,1728455181845952.900	,0,NPU:0
0,ATRACE,1728455181865980.930	,0,NPU:0
0,ATRACE,1728455181885953.470	,0,NPU:0
0,ATRACE,1728455181905952.020	,0,NPU:0
0,ATRACE,1728455181925939.960	,0,NPU:0
0,ATRACE,1728455181945944.570	,0,NPU:0
0,ATRACE,1728455181965938.840	,0,NPU:0
0,ATRACE,1728455181985947.600	,0,NPU:0
0,ATRACE,1728455182005943.220	,0,NPU:0
0,ATRACE,1728455182025956.880	,0,NPU:0
0,ATRACE,1728455182045940.350	,0,NPU:0
0,ATRACE,1728455182063253.590	,0,NPU:0
0,RTC,1728455181526223.580	,0,NPU:0
0,RTC,1728455181545981.710	,0,NPU:0
0,RTC,1728455181565999.870	,0,NPU:0
0,RTC,1728455181586013.870	,0,NPU:0
0,RTC,1728455181606023.960	,0,NPU:0
0,RTC,1728455181625993.380	,0,NPU:0
0,RTC,1728455181646075.500	,0,NPU:0
0,RTC,1728455181666015.410	,0,NPU:0
0,RTC,1728455181685969.710	,0,NPU:0
0,RTC,1728455181705983.280	,0,NPU:0
0,RTC,1728455181725959.010	,0,NPU:0
0,RTC,1728455181745961.910	,0,NPU:0
0,RTC,1728455181765953.390	,0,NPU:0
0,RTC,1728455181785955.950	,0,NPU:0
0,RTC,1728455181805941.810	,0,NPU:0
0,RTC,1728455181825939.000	,0,NPU:0
0,RTC,1728455181845952.900	,0,NPU:0
0,RTC,1728455181865980.930	,0,NPU:0
0,RTC,1728455181885953.470	,0,NPU:0
0,RTC,1728455181905952.020	,0,NPU:0
0,RTC,1728455181925939.960	,0,NPU:0
0,RTC,1728455181945944.570	,0,NPU:0
0,RTC,1728455181965938.840	,0,NPU:0
0,RTC,1728455181985947.600	,0,NPU:0
0,RTC,1728455182005943.220	,0,NPU:0
0,RTC,1728455182025956.880	,0,NPU:0
0,RTC,1728455182045940.350	,0,NPU:0
0,RTC,1728455182063253.590	,0,NPU:0
0,SYSMONITOR,1728455181526223.580	,0,NPU:0
0,SYSMONITOR,1728455181545981.710	,0,NPU:0
0,SYSMONITOR,1728455181565999.870	,0,NPU:0
0,SYSMONITOR,1728455181586013.870	,0,NPU:0
0,SYSMONITOR,1728455181606023.960	,0,NPU:0
0,SYSMONITOR,1728455181625993.380	,0,NPU:0
0,SYSMONITOR,1728455181646075.500	,0,NPU:0
0,SYSMONITOR,1728455181666015.410	,0,NPU:0
0,SYSMONITOR,1728455181685969.710	,0,NPU:0
0,SYSMONITOR,1728455181705983.280	,0,NPU:0
0,SYSMONITOR,1728455181725959.010	,0,NPU:0
0,SYSMONITOR,1728455181745961.910	,0,NPU:0
0,SYSMONITOR,1728455181765953.390	,0,NPU:0
0,SYSMONITOR,1728455181785955.950	,0,NPU:0
0,SYSMONITOR,1728455181805941.810	,0,NPU:0
0,SYSMONITOR,1728455181825939.000	,0,NPU:0
0,SYSMONITOR,1728455181845952.900	,0,NPU:0
0,SYSMONITOR,1728455181865980.930	,0,NPU:0
0,SYSMONITOR,1728455181885953.470	,0,NPU:0
0,SYSMONITOR,1728455181905952.020	,0,NPU:0
0,SYSMONITOR,1728455181925939.960	,0,NPU:0
0,SYSMONITOR,1728455181945944.570	,0,NPU:0
0,SYSMONITOR,1728455181965938.840	,0,NPU:0
0,SYSMONITOR,1728455181985947.600	,0,NPU:0
0,SYSMONITOR,1728455182005943.220	,0,NPU:0
0,SYSMONITOR,1728455182025956.880	,0,NPU:0
0,SYSMONITOR,1728455182045940.350	,0,NPU:0
0,SYSMONITOR,1728455182063253.590	,0,NPU:0
0,MBUFF,1728455181526223.580	,0,NPU:0
0,MBUFF,1728455181545981.710	,0,NPU:0
0,MBUFF,1728455181565999.870	,0,NPU:0
0,MBUFF,1728455181586013.870	,0,NPU:0
0,MBUFF,1728455181606023.960	,0,NPU:0
0,MBUFF,1728455181625993.380	,0,NPU:0
0,MBUFF,1728455181646075.500	,0,NPU:0
0,MBUFF,1728455181666015.410	,0,NPU:0
0,MBUFF,1728455181685969.710	,0,NPU:0
0,MBUFF,1728455181705983.280	,0,NPU:0
0,MBUFF,1728455181725959.010	,0,NPU:0
0,MBUFF,1728455181745961.910	,0,NPU:0
0,MBUFF,1728455181765953.390	,0,NPU:0
0,MBUFF,1728455181785955.950	,0,NPU:0
0,MBUFF,1728455181805941.810	,0,NPU:0
0,MBUFF,1728455181825939.000	,0,NPU:0
0,MBUFF,1728455181845952.900	,0,NPU:0
0,MBUFF,1728455181865980.930	,0,NPU:0
0,MBUFF,1728455181885953.470	,0,NPU:0
0,MBUFF,1728455181905952.020	,0,NPU:0
0,MBUFF,1728455181925939.960	,0,NPU:0
0,MBUFF,1728455181945944.570	,0,NPU:0
0,MBUFF,1728455181965938.840	,0,NPU:0
0,MBUFF,1728455181985947.600	,0,NPU:0
0,MBUFF,1728455182005943.220	,0,NPU:0
0,MBUFF,1728455182025956.880	,0,NPU:0
0,MBUFF,1728455182045940.350	,0,NPU:0
0,MBUFF,1728455182063253.590	,0,NPU:0
0,CUSTOM,1728455181526223.580	,0,NPU:0
0,CUSTOM,1728455181545981.710	,0,NPU:0
0,CUSTOM,1728455181565999.870	,0,NPU:0
0,CUSTOM,1728455181586013.870	,0,NPU:0
0,CUSTOM,1728455181606023.960	,0,NPU:0
0,CUSTOM,1728455181625993.380	,0,NPU:0
0,CUSTOM,1728455181646075.500	,0,NPU:0
0,CUSTOM,1728455181666015.410	,0,NPU:0
0,CUSTOM,1728455181685969.710	,0,NPU:0
0,CUSTOM,1728455181705983.280	,0,NPU:0
0,CUSTOM,1728455181725959.010	,0,NPU:0
0,CUSTOM,1728455181745961.910	,0,NPU:0
0,CUSTOM,1728455181765953.390	,0,NPU:0
0,CUSTOM,1728455181785955.950	,0,NPU:0
0,CUSTOM,1728455181805941.810	,0,NPU:0
0,CUSTOM,1728455181825939.000	,0,NPU:0
0,CUSTOM,1728455181845952.900	,0,NPU:0
0,CUSTOM,1728455181865980.930	,0,NPU:0
0,CUSTOM,1728455181885953.470	,0,NPU:0
0,CUSTOM,1728455181905952.020	,0,NPU:0
0,CUSTOM,1728455181925939.960	,0,NPU:0
0,CUSTOM,1728455181945944.570	,0,NPU:0
0,CUSTOM,1728455181965938.840	,0,NPU:0
0,CUSTOM,1728455181985947.600	,0,NPU:0
0,CUSTOM,1728455182005943.220	,0,NPU:0
0,CUSTOM,1728455182025956.880	,0,NPU:0
0,CUSTOM,1728455182045940.350	,0,NPU:0
0,CUSTOM,1728455182063253.590	,0,NPU:0
0,76,1728455181526223.580	,0,NPU:0
0,76,1728455181545981.710	,0,NPU:0
0,76,1728455181565999.870	,0,NPU:0
0,76,1728455181586013.870	,0,NPU:0
0,76,1728455181606023.960	,0,NPU:0
0,76,1728455181625993.380	,0,NPU:0
0,76,1728455181646075.500	,0,NPU:0
0,76,1728455181666015.410	,0,NPU:0
0,76,1728455181685969.710	,0,NPU:0
0,76,1728455181705983.280	,0,NPU:0
0,76,1728455181725959.010	,0,NPU:0
0,76,1728455181745961.910	,0,NPU:0
0,76,1728455181765953.390	,0,NPU:0
0,76,1728455181785955.950	,0,NPU:0
0,76,1728455181805941.810	,0,NPU:0
0,76,1728455181825939.000	,0,NPU:0
0,76,1728455181845952.900	,0,NPU:0
0,76,1728455181865980.930	,0,NPU:0
0,76,1728455181885953.470	,0,NPU:0
0,76,1728455181905952.020	,0,NPU:0
0,76,1728455181925939.960	,0,NPU:0
0,76,1728455181945944.570	,0,NPU:0
0,76,1728455181965938.840	,0,NPU:0
0,76,1728455181985947.600	,0,NPU:0
0,76,1728455182005943.220	,0,NPU:0
0,76,1728455182025956.880	,0,NPU:0
0,76,1728455182045940.350	,0,NPU:0
0,76,1728455182063253.590	,0,NPU:0
